Movie name, URL, Release Date, MPAA Rating, Run Time,  Opening Weekend Total, Number of Theaters, Domestic Total Sales, Foreign Total Sales, Global Total Sales
Ella Enchanted,http://www.boxofficemojo.com/movies/?id=ellaenchanted.htm,04/09/2004,PG,95,6169030,2149,22918387,4470380,27388767
Elles,http://www.boxofficemojo.com/movies/?id=elles.htm,04/27/2012,NC-17,96,24286,13,157508,753958,911466
Elles etaient cinq,http://www.boxofficemojo.com/movies/?id=ellesetaientcinq.htm,08/27/2004,Unrated,93,null,45,1852272,null,null
Ellie Parker,http://www.boxofficemojo.com/movies/?id=ellieparker.htm,11/11/2005,R,95,10299,6,34410,11316,45726
Elling,http://www.boxofficemojo.com/movies/?id=elling.htm,05/29/2002,R,89,9606,19,314729,n/a,314729
Elsa & Fred,http://www.boxofficemojo.com/movies/?id=elsaandfred.htm,06/27/2008,PG,108,10246,15,189024,2796813,2985837
Elsa & Fred (2014),http://www.boxofficemojo.com/movies/?id=elsaandfred2014.htm,11/07/2014,PG-13,97,65275,34,285863,null,null
Elvira Mistress of the Dark,http://www.boxofficemojo.com/movies/?id=elviramistressofthedark.htm,09/30/1988,PG-13,96,1660041,627,5596267,null,null
Elvis Gratton 2,http://www.boxofficemojo.com/movies/?id=elvisgratton2.htm,07/02/1999,Unrated,105,470089,91,3316272,null,null
Elvis Gratton XXX,http://www.boxofficemojo.com/movies/?id=elvisgratton3.htm,06/23/2004,Unrated,105,551432,99,1838920,null,null
Elvis On Tour 75th Anniversary,http://www.boxofficemojo.com/movies/?id=elvis2011.htm,07/29/2010,G,93,null,null,587818,null,null
Elvis:That's the Way It Is,http://www.boxofficemojo.com/movies/?id=elvisthatsthewayitis.htm,11/11/1970,Unrated,97,null,null,null,null,null
Elysium,http://www.boxofficemojo.com/movies/?id=elysium.htm,08/09/2013,R,109,29807393,3284,93050117,193090583,286140700
The Embalmer,http://www.boxofficemojo.com/movies/?id=embalmer.htm,07/18/2003,Unrated,101,10313,2,56878,n/a,56878
Emerald Cowboy,http://www.boxofficemojo.com/movies/?id=emeraldcowboy.htm,09/19/2003,R,124,9708,6,101358,null,null
The Emerald Forest,http://www.boxofficemojo.com/movies/?id=emeraldforest.htm,07/05/1985,R,114,4345150,1110,24468550,null,null
Emile,http://www.boxofficemojo.com/movies/?id=emile.htm,02/04/2005,Unrated,95,1529,1,5799,null,null
Emma,http://www.boxofficemojo.com/movies/?id=emma.htm,08/02/1996,PG,121,3055198,848,22231658,null,null
Emma Smith:My Story,http://www.boxofficemojo.com/movies/?id=emmasmith.htm,04/11/2008,PG,98,94959,42,881787,null,null
Emmanuel's Gift,http://www.boxofficemojo.com/movies/?id=emmanuelsgift.htm,10/21/2005,G,80,14642,6,23728,null,null
Empathy,http://www.boxofficemojo.com/movies/?id=empathy.htm,01/21/2004,Unrated,92,11975,1,29345,null,null
Emperor,http://www.boxofficemojo.com/movies/?id=emperor.htm,03/08/2013,PG-13,98,1014099,311,3346265,n/a,3346265
The Emperor and the Assassin,http://www.boxofficemojo.com/movies/?id=emperorandtheassassin.htm,12/15/1999,R,161,47295,37,1267239,null,null
The Emperor's Club,http://www.boxofficemojo.com/movies/?id=emperorsclub.htm,11/22/2002,PG-13,109,3846780,811,14118751,2199698,16318449
The Emperor's New Clothes,http://www.boxofficemojo.com/movies/?id=emperorsnewclothes.htm,06/14/2002,PG,107,7474,41,661903,n/a,661903
The Emperor's New Groove,http://www.boxofficemojo.com/movies/?id=emperorsnewgroove.htm,12/15/2000,G,78,9812302,2887,89302687,80025000,169327687
Empire,http://www.boxofficemojo.com/movies/?id=empire.htm,12/06/2002,R,90,6281415,869,17600423,990849,18591272
The Empire in Africa,http://www.boxofficemojo.com/movies/?id=empireinafrica.htm,12/08/2006,Unrated,87,1088,3,1088,null,null
Empire of Lust,http://www.boxofficemojo.com/movies/?id=empireoflust.htm,03/06/2015,Unrated,N/A,2230,1,10654,n/a,10654
Empire of Silver,http://www.boxofficemojo.com/movies/?id=empireofsilver.htm,06/02/2011,Not Yet Rated,113,null,null,n/a,19036,19036
Empire of the Sun,http://www.boxofficemojo.com/movies/?id=empireofthesun.htm,12/11/1987,PG,152,2914509,673,22238696,null,null
Empire Records,http://www.boxofficemojo.com/movies/?id=empirerecords.htm,09/22/1995,PG-13,91,150800,87,273188,null,null
The Empire Strikes Back,http://www.boxofficemojo.com/movies/?id=starwars5.htm,05/21/1980,PG,129,10840307,1278,290475067,247900000,538375067
The Empire Strikes Back (Re-issue),http://www.boxofficemojo.com/movies/?id=starwars582.htm,11/19/1982,PG,124,3949478,1006,290475067,n/a,290475067
The Empire Strikes Back (Special Edition),http://www.boxofficemojo.com/movies/?id=starwars5se.htm,02/21/1997,PG,129,21975993,2322,290475067,57214766,347689833
Employee of the Month,http://www.boxofficemojo.com/movies/?id=employeeofthemonth.htm,10/06/2006,PG-13,103,11407751,2579,28444855,9924054,38368909
Empty Hours,http://www.boxofficemojo.com/movies/?id=emptyhours.htm,07/11/2014,Unrated,100,1366,3,8244,n/a,8244
The Empty Mirror,http://www.boxofficemojo.com/movies/?id=emptymirror.htm,05/07/1999,PG-13,N/A,4688,4,4688,null,null
Emptying the Skies,http://www.boxofficemojo.com/movies/?id=emptyingtheskies.htm,04/22/2015,Unrated,77,null,null,null,null,null
Enchanted,http://www.boxofficemojo.com/movies/?id=enchanted.htm,11/21/2007,PG,107,34440317,3730,127807262,212680390,340487652
Enchanted April,http://www.boxofficemojo.com/movies/?id=enchantedapril.htm,07/31/1992,PG,101,73041,324,13200170,null,null
Encino Man,http://www.boxofficemojo.com/movies/?id=encinoman.htm,05/22/1992,PG,88,9866120,2090,40693477,null,null
Encounter in the 3rd Dimension (IMAX),http://www.boxofficemojo.com/movies/?id=encourter3dimax.htm,02/26/1999,Unrated,40,21653,16,7195792,30992361,38188153
Encounters at the End of the World,http://www.boxofficemojo.com/movies/?id=encountersattheendoftheworld.htm,06/11/2008,G,99,17730,39,944933,260531,1205464
The End,http://www.boxofficemojo.com/movies/?id=theend.htm,05/10/1978,R,100,null,null,44917151,null,null
End of Days,http://www.boxofficemojo.com/movies/?id=endofdays.htm,11/24/1999,R,121,20523595,2652,66889043,145100000,211989043
The End of Love,http://www.boxofficemojo.com/movies/?id=endoflove.htm,03/01/2013,Unrated,90,1955,3,9342,null,null
The End of Poverty?,http://www.boxofficemojo.com/movies/?id=endofpoverty.htm,11/13/2009,Unrated,106,12593,5,57805,null,null
The End of the Affair,http://www.boxofficemojo.com/movies/?id=endoftheaffair.htm,12/03/1999,R,102,1656668,688,10827816,null,null
End of the Century:The Story of the Ramones,http://www.boxofficemojo.com/movies/?id=endofthecentury.htm,08/20/2004,Unrated,110,18422,10,391950,null,null
End of the Line,http://www.boxofficemojo.com/movies/?id=endoftheline.htm,08/28/1987,PG,103,25000,42,25000,null,null
End of the Spear,http://www.boxofficemojo.com/movies/?id=endofthespear.htm,01/20/2006,PG-13,111,4281388,1163,11967000,161105,12128105
The End of Time,http://www.boxofficemojo.com/movies/?id=endoftime.htm,11/29/2013,Unrated,109,1468,1,4375,null,null
The End of Violence,http://www.boxofficemojo.com/movies/?id=endofviolence.htm,09/12/1997,R,122,null,null,386673,null,null
End of Watch,http://www.boxofficemojo.com/movies/?id=endofwatch.htm,09/21/2012,R,109,13152683,2780,41003371,7123013,48126384
Endangered Species,http://www.boxofficemojo.com/movies/?id=endangeredspecies.htm,09/10/1982,R,97,null,null,1474249,null,null
Ender's Game,http://www.boxofficemojo.com/movies/?id=endersgame.htm,11/01/2013,PG-13,114,27017351,3407,61737191,63800000,125537191
Endgame,http://www.boxofficemojo.com/movies/?id=endgame09.htm,11/06/2009,PG-13,109,1608,14,9645,16615,26260
Endless Love,http://www.boxofficemojo.com/movies/?id=endlesslove.htm,07/17/1981,R,111,4163623,null,31184024,1308650,32492674
Endless Love (2014),http://www.boxofficemojo.com/movies/?id=endlesslove14.htm,02/14/2014,PG-13,103,13307125,2896,23438250,10639670,34077920
The Endless Summer (2014 re-release),http://www.boxofficemojo.com/movies/?id=endlesssummer.htm,07/23/2014,PG,92,null,32,10233,null,null
The Endless Summer II,http://www.boxofficemojo.com/movies/?id=endlesssummer2.htm,06/03/1994,PG,100,657292,302,2155385,null,null
Endless Winter,http://www.boxofficemojo.com/movies/?id=endlesswinter.htm,10/20/1995,Unrated,93,null,null,1966454,null,null
Endurance,http://www.boxofficemojo.com/movies/?id=endurance.htm,05/14/1999,G,83,14339,20,137124,null,null
The Endurance:Shackleton's Antarctic Adventure,http://www.boxofficemojo.com/movies/?id=enduranceshackletons.htm,10/05/2001,G,97,18931,40,2453083,null,null
Enduring Love,http://www.boxofficemojo.com/movies/?id=enduringlove.htm,10/29/2004,R,91,34610,56,358362,1315259,1673621
Enemies of Laughter,http://www.boxofficemojo.com/movies/?id=enemiesoflaughter.htm,08/01/2003,Unrated,90,2000,1,2000,null,null
Enemies of the People,http://www.boxofficemojo.com/movies/?id=enemiesofthepeople.htm,07/30/2010,Unrated,93,2277,6,73171,6425,79596
Enemies A Love Story,http://www.boxofficemojo.com/movies/?id=enemiesalovestory.htm,12/15/1989,R,119,63636,75,7754571,null,null
Enemy,http://www.boxofficemojo.com/movies/?id=enemy.htm,03/14/2014,R,90,16161,120,1008726,2388000,3396726
Enemy at the Gates,http://www.boxofficemojo.com/movies/?id=enemyatthegates.htm,03/16/2001,R,131,13810266,1724,51401758,45574512,96976270
Enemy Mine,http://www.boxofficemojo.com/movies/?id=enemymine.htm,12/20/1985,PG-13,108,1594702,713,12303411,null,null
Enemy of the State,http://www.boxofficemojo.com/movies/?id=enemyofthestate.htm,11/20/1998,R,131,20038573,2517,111549836,139100000,250649836
The Enforcer,http://www.boxofficemojo.com/movies/?id=enforcer.htm,12/22/1976,R,97,null,null,46236000,null,null
The English Patient,http://www.boxofficemojo.com/movies/?id=englishpatient.htm,11/15/1996,R,162,2707595,1409,78676425,153300000,231976425
The English Teacher,http://www.boxofficemojo.com/movies/?id=englishteacher.htm,05/17/2013,R,91,6001,7,104810,n/a,104810
English Vinglish,http://www.boxofficemojo.com/movies/?id=englishvinglish.htm,10/05/2012,Unrated,134,745414,88,1862086,n/a,1862086
The Englishman Who Went Up a Hill But Came Down a Mountain,http://www.boxofficemojo.com/movies/?id=englishmanwhowentupahillbutcamedownamountain.htm,05/12/1995,PG,96,2811355,961,10904930,null,null
Enigma,http://www.boxofficemojo.com/movies/?id=enigma02.htm,04/19/2002,R,117,156587,115,4301582,11403425,15705007
Enigma (1983),http://www.boxofficemojo.com/movies/?id=enigma83.htm,1983,PG,102,null,null,893967,null,null
Enlighten Up!,http://www.boxofficemojo.com/movies/?id=enlightenup.htm,09/12/2008,Unrated,82,11799,12,246649,null,null
Enough,http://www.boxofficemojo.com/movies/?id=enough.htm,05/24/2002,PG-13,111,14009653,2623,40007742,11793445,51801187
Enough Said,http://www.boxofficemojo.com/movies/?id=enoughsaid.htm,09/18/2013,PG-13,93,1911256,835,17550872,7738000,25288872
Enron:The Smartest Guys in the Room,http://www.boxofficemojo.com/movies/?id=enron.htm,04/22/2005,Unrated,110,76639,151,4071700,782464,4854164
Enter the Dangerous Mind,http://www.boxofficemojo.com/movies/?id=enterthedangerousmind.htm,02/06/2015,Not Yet Rated,88,null,null,null,null,null
Enter the Dragon,http://www.boxofficemojo.com/movies/?id=enterthedragon.htm,08/17/1973,R,99,null,null,null,null,null
Enter the Ninja,http://www.boxofficemojo.com/movies/?id=entertheninja.htm,10/23/1981,R,N/A,null,null,null,null,null
Enter the Void,http://www.boxofficemojo.com/movies/?id=enterthevoid.htm,09/24/2010,Unrated,150,43651,13,336467,417782,754249
The Entity,http://www.boxofficemojo.com/movies/?id=entity.htm,02/04/1983,R,115,3685654,1035,13277558,null,null
Entourage,http://www.boxofficemojo.com/movies/?id=entourage.htm,06/05/2015,R,N/A,null,null,null,null,null
Entrapment,http://www.boxofficemojo.com/movies/?id=entrapment.htm,04/30/1999,PG-13,113,20145595,2879,87704396,124700000,212404396
Entre Nous,http://www.boxofficemojo.com/movies/?id=entrenous.htm,01/25/1984,PG,112,null,null,3974975,null,null
Envy,http://www.boxofficemojo.com/movies/?id=envy.htm,04/30/2004,PG-13,99,6160886,2445,13562325,1019440,14581765
Epic,http://www.boxofficemojo.com/movies/?id=leafmen.htm,05/24/2013,PG,102,33531068,3894,107518682,160907952,268426634
Epic Movie,http://www.boxofficemojo.com/movies/?id=epicmovie.htm,01/26/2007,PG-13,86,18612544,2840,39739367,47126197,86865564
The Equalizer,http://www.boxofficemojo.com/movies/?id=equalizer.htm,09/26/2014,R,128,34137828,3236,101530738,90800000,192330738
Equilibrium,http://www.boxofficemojo.com/movies/?id=equilibrium.htm,12/06/2002,R,107,541512,301,1203794,4155851,5359645
Equinox,http://www.boxofficemojo.com/movies/?id=equinox.htm,06/11/1993,R,110,6310,8,279627,null,null
Eragon,http://www.boxofficemojo.com/movies/?id=eragon.htm,12/15/2006,PG,99,23239907,3030,75030163,174457952,249488115
Erased,http://www.boxofficemojo.com/movies/?id=erased.htm,05/17/2013,R,104,null,null,null,null,null
Eraser,http://www.boxofficemojo.com/movies/?id=eraser.htm,06/21/1996,R,115,24566446,2556,101295562,141000000,242295562
Erik the Viking,http://www.boxofficemojo.com/movies/?id=eriktheviking.htm,09/22/1989,PG-13,104,68543,269,1932642,null,null
Erin Brockovich,http://www.boxofficemojo.com/movies/?id=erinbrockovich.htm,03/17/2000,R,130,28138465,3070,125595205,130676081,256271286
Ernest & Celestine,http://www.boxofficemojo.com/movies/?id=ernestandcelestine.htm,02/28/2014,PG,80,13078,39,262075,4813287,5075362
Ernest Goes to Camp,http://www.boxofficemojo.com/movies/?id=ernestgoestocamp.htm,05/22/1987,PG,92,6171957,1541,23509382,null,null
Ernest Goes to Jail,http://www.boxofficemojo.com/movies/?id=ernestgoestojail.htm,04/06/1990,PG,81,6143372,1956,25029569,null,null
Ernest Rides Again,http://www.boxofficemojo.com/movies/?id=ernestridesagain.htm,11/12/1993,PG,99,905010,1190,1450029,null,null
Ernest Saves Christmas,http://www.boxofficemojo.com/movies/?id=ernestsaveschristmas.htm,11/11/1988,PG,95,5710734,1640,28202109,null,null
Ernest Scared Stupid,http://www.boxofficemojo.com/movies/?id=ernestscaredstupid.htm,10/11/1991,PG,92,4453132,1787,14143280,null,null
Eros,http://www.boxofficemojo.com/movies/?id=eros.htm,04/08/2005,R,104,53666,16,188392,1347437,1535829
Escaflowne:The Movie,http://www.boxofficemojo.com/movies/?id=escaflowne.htm,01/25/2002,PG-13,98,16692,5,94060,null,null
Escanaba in 'da Moonlight,http://www.boxofficemojo.com/movies/?id=escanabaindamoonlight.htm,01/26/2001,PG-13,92,null,48,2276602,null,null
Escape 2000,http://www.boxofficemojo.com/movies/?id=escape2000.htm,1984,R,80,null,null,1414828,null,null
The Escape Artist,http://www.boxofficemojo.com/movies/?id=escapeartist.htm,05/28/1982,PG,93,23323,2,143369,null,null
Escape Fire,http://www.boxofficemojo.com/movies/?id=escapefire.htm,10/05/2012,PG-13,95,30953,12,126238,null,null
Escape from Alcatraz,http://www.boxofficemojo.com/movies/?id=escapefromalcatraz.htm,06/22/1979,PG,111,5306354,null,43000000,null,null
Escape From L.A.,http://www.boxofficemojo.com/movies/?id=escapefromla.htm,08/09/1996,R,105,8912557,2312,25477365,null,null
Escape from New York,http://www.boxofficemojo.com/movies/?id=escapefromnewyork.htm,07/10/1981,R,99,null,null,25244626,null,null
Escape From Planet Earth,http://www.boxofficemojo.com/movies/?id=escapefromplanetearth.htm,02/15/2013,PG,89,15891055,3353,57012977,17584666,74597643
Escape from the Planet of the Apes,http://www.boxofficemojo.com/movies/?id=escapefromtheplanetoftheapes.htm,05/21/1971,G,98,null,null,12348905,null,null
Escape from Tomorrow,http://www.boxofficemojo.com/movies/?id=escapefromtomorrow.htm,10/11/2013,Unrated,90,63297,30,171962,null,null
Escape Plan,http://www.boxofficemojo.com/movies/?id=tomb.htm,10/18/2013,R,116,9885732,2883,25135965,112192336,137328301
Escape to Witch Mountain,http://www.boxofficemojo.com/movies/?id=escapetowitchmountain.htm,03/21/1975,G,97,null,null,20000000,null,null
The Escapist,http://www.boxofficemojo.com/movies/?id=escapist.htm,04/03/2009,Unrated,102,3075,2,13439,374735,388174
Escobar:Paradise Lost,http://www.boxofficemojo.com/movies/?id=paradiselost2014.htm,TBD,R,N/A,null,null,n/a,3562536,3562536
Esmeralda Comes by Night,http://www.boxofficemojo.com/movies/?id=esmeraldacomesbynight.htm,09/18/1998,R,103,null,null,15671,null,null
Especially on Sunday,http://www.boxofficemojo.com/movies/?id=especiallyonsunday.htm,08/13/1993,R,99,51479,15,442676,null,null
ESPN's Ultimate X (IMAX),http://www.boxofficemojo.com/movies/?id=espnsultimateximax.htm,05/10/2002,PG,47,613670,48,4197492,588592,4786084
Esther Kahn,http://www.boxofficemojo.com/movies/?id=estherkahn.htm,03/01/2002,Unrated,163,5124,3,23371,null,null
Eternal,http://www.boxofficemojo.com/movies/?id=eternal.htm,08/26/2005,R,107,4129,9,28089,null,null
Eternal Sunshine of the Spotless Mind,http://www.boxofficemojo.com/movies/?id=eternalsunshine.htm,03/19/2004,R,108,8175198,1357,34400301,37857825,72258126
Eternity and a Day,http://www.boxofficemojo.com/movies/?id=eternityandaday.htm,05/28/1999,Unrated,132,24221,3,107178,null,null
Ethan Frome,http://www.boxofficemojo.com/movies/?id=ethanfrome.htm,03/12/1993,PG,99,57623,27,296081,null,null
Ethan Mao,http://www.boxofficemojo.com/movies/?id=ethanmao.htm,04/08/2005,Unrated,86,3356,1,10178,6266,16444
Etoiles:Dancers of the Paris Opera Ballet,http://www.boxofficemojo.com/movies/?id=etoiles.htm,11/08/2002,Unrated,100,4117,1,46412,null,null
Eulogy,http://www.boxofficemojo.com/movies/?id=eulogy.htm,10/15/2004,R,85,41788,22,75076,n/a,75076
Eureka,http://www.boxofficemojo.com/movies/?id=eureka01.htm,05/04/2001,Unrated,215,null,null,49388,null,null
Eureka,http://www.boxofficemojo.com/movies/?id=eureka.htm,10/05/1984,R,130,null,null,123572,null,null
Europa Report,http://www.boxofficemojo.com/movies/?id=europareport.htm,08/02/2013,PG-13,90,22243,12,125687,null,null
Europa Europa,http://www.boxofficemojo.com/movies/?id=europaeuropa.htm,06/28/1991,R,112,31433,34,5575738,null,null
European Vacation,http://www.boxofficemojo.com/movies/?id=europeanvacation.htm,07/26/1985,PG-13,94,12329627,1547,49364621,null,null
The Europeans,http://www.boxofficemojo.com/movies/?id=europeans.htm,1979,Unrated,91,null,null,null,null,null
Eurotrip,http://www.boxofficemojo.com/movies/?id=eurotrip.htm,02/20/2004,R,92,6711384,2544,17771387,3025460,20796847
Eva,http://www.boxofficemojo.com/movies/?id=eva.htm,03/13/2015,PG-13,94,10395,50,16738,n/a,16738
Evan Almighty,http://www.boxofficemojo.com/movies/?id=evanalmighty.htm,06/22/2007,PG,90,31192615,3636,100462298,72956483,173418781
Evangelion 1.0 You Are (Not) Alone,http://www.boxofficemojo.com/movies/?id=evangelion1.htm,07/03/2009,PG-13,98,1579,6,107797,116042,223839
Evangelion 2.0:You Can (Not) Advance,http://www.boxofficemojo.com/movies/?id=evangelion2.htm,01/21/2011,Unrated,109,84157,15,133640,41028401,41162041
Evangelion:3.0 You Can (Not) Redo,http://www.boxofficemojo.com/movies/?id=evangelion3.htm,01/10/2014,Unrated,106,110825,82,174945,60313000,60487945
Eve of Destruction,http://www.boxofficemojo.com/movies/?id=eveofdestruction.htm,01/18/1991,R,100,2163024,987,5451119,null,null
Eve's Bayou,http://www.boxofficemojo.com/movies/?id=evesbayou.htm,11/07/1997,R,109,3287846,672,14842388,null,null
Evelyn,http://www.boxofficemojo.com/movies/?id=evelyn.htm,12/13/2002,PG,93,65344,137,1487645,2654095,4141740
Even Cowgirls Get the Blues,http://www.boxofficemojo.com/movies/?id=evencowgirlsgettheblues.htm,05/20/1994,R,96,676978,533,1708873,null,null
Even Money,http://www.boxofficemojo.com/movies/?id=evenmoney.htm,05/18/2007,R,108,22465,19,64458,47516,111974
Even the Rain,http://www.boxofficemojo.com/movies/?id=eventherain.htm,02/18/2011,Unrated,103,53730,27,518017,5292313,5810330
Evening,http://www.boxofficemojo.com/movies/?id=evening.htm,06/29/2007,PG-13,117,3501971,979,12492481,7524272,20016753
The Evening Star,http://www.boxofficemojo.com/movies/?id=eveningstar.htm,12/27/1996,PG-13,129,3306445,1268,12767815,null,null
The Event,http://www.boxofficemojo.com/movies/?id=event.htm,10/03/2003,R,105,19206,18,35554,null,null
Event Horizon,http://www.boxofficemojo.com/movies/?id=eventhorizon.htm,08/15/1997,R,95,9511915,2328,26673242,null,null
Ever After:A Cinderella Story,http://www.boxofficemojo.com/movies/?id=everafter.htm,07/31/1998,PG-13,121,8526904,2067,65705771,32299895,98005666
Ever Again,http://www.boxofficemojo.com/movies/?id=everagain.htm,12/08/2006,Unrated,75,10802,12,17304,null,null
Everest (2015),http://www.boxofficemojo.com/movies/?id=everest2015.htm,09/18/2015,PG-13,N/A,null,null,null,null,null
Everest (IMAX),http://www.boxofficemojo.com/movies/?id=everestimax.htm,03/06/1998,Unrated,45,364244,62,87178599,40811529,127990128
Evergreen,http://www.boxofficemojo.com/movies/?id=evergreen.htm,09/10/2004,PG-13,86,null,null,null,null,null
Evergreen:The Road to Legalization,http://www.boxofficemojo.com/movies/?id=evergreen2014.htm,06/13/2014,Unrated,86,189,3,2363,null,null
Everlasting Moments,http://www.boxofficemojo.com/movies/?id=everlastingmoments.htm,03/06/2009,Unrated,131,40443,30,610825,2723929,3334754
An Everlasting Piece,http://www.boxofficemojo.com/movies/?id=aneverlastingpiece.htm,12/22/2000,R,103,9128,8,75228,null,null
Everly,http://www.boxofficemojo.com/movies/?id=everly.htm,02/27/2015,R,92,null,null,null,null,null
Every Day,http://www.boxofficemojo.com/movies/?id=everyday.htm,01/14/2011,R,93,9857,4,46029,null,null
Every Little Step,http://www.boxofficemojo.com/movies/?id=everylittlestep.htm,04/17/2009,PG-13,96,68504,70,1725141,1044622,2769763
Every Man for Himself (2010 re-issue),http://www.boxofficemojo.com/movies/?id=everymanforhimself2010.htm,11/12/2010,Unrated,87,7926,2,47262,null,null
Every Secret Thing,http://www.boxofficemojo.com/movies/?id=everysecretthing.htm,05/15/2015,R,93,null,null,null,null,null
Every Time We Say Goodbye,http://www.boxofficemojo.com/movies/?id=everytimewesaygoodbye.htm,11/14/1986,PG-13,95,118200,63,278623,null,null
Every Which Way But Loose,http://www.boxofficemojo.com/movies/?id=everywhichwaybutloose.htm,12/20/1978,PG,110,10272294,null,85196485,null,null
Everybody Says I'm Fine!,http://www.boxofficemojo.com/movies/?id=everybodysaysimfine.htm,05/16/2003,Unrated,N/A,3860,3,27225,null,null
Everybody Wants to Be Italian,http://www.boxofficemojo.com/movies/?id=everybodywantstobeitalian.htm,09/05/2008,R,103,197861,98,351416,181310,532726
Everybody Wins,http://www.boxofficemojo.com/movies/?id=everybodywins.htm,01/19/1990,R,97,581979,451,1372350,null,null
Everybody's All-American,http://www.boxofficemojo.com/movies/?id=everybodysall-american.htm,11/04/1988,R,127,3425796,1123,12638294,null,null
Everybody's Famous!,http://www.boxofficemojo.com/movies/?id=everybodysfamous.htm,07/03/2001,R,97,17104,11,81734,n/a,81734
Everybody's Fine,http://www.boxofficemojo.com/movies/?id=everybodysfine09.htm,12/04/2009,PG-13,95,3852068,2141,9208876,7234733,16443609
Everybody's Fine (1991),http://www.boxofficemojo.com/movies/?id=everybodysfine.htm,05/31/1991,PG-13,126,18367,48,1745470,null,null
Everyone Else,http://www.boxofficemojo.com/movies/?id=everyoneelse.htm,04/09/2010,Unrated,119,10810,5,102042,null,null
Everyone Says I Love You,http://www.boxofficemojo.com/movies/?id=everyonesaysiloveyou.htm,12/06/1996,R,97,131678,276,9759200,null,null
Everyone's Hero,http://www.boxofficemojo.com/movies/?id=everyoneshero.htm,09/15/2006,G,88,6061762,2898,14523101,2104087,16627188
Everything Is Illuminated,http://www.boxofficemojo.com/movies/?id=everythingisilluminated.htm,09/16/2005,PG-13,100,66806,110,1712337,1889637,3601974
Everything Must Go,http://www.boxofficemojo.com/movies/?id=everythingmustgo.htm,05/13/2011,R,100,791676,245,2711643,n/a,2711643
Everything Put Together,http://www.boxofficemojo.com/movies/?id=everythingputtogether.htm,11/02/2001,R,87,null,null,2963,n/a,2963
Everything You Always Wanted to Know About Sex But Were Afraid to Ask,http://www.boxofficemojo.com/movies/?id=everythingyoualwayswantedtoknowaboutsex.htm,08/06/1972,R,87,null,null,18016290,null,null
Everything's Cool,http://www.boxofficemojo.com/movies/?id=everythingscool.htm,11/23/2007,Unrated,89,2641,2,4890,null,null
Everything's Gone Green,http://www.boxofficemojo.com/movies/?id=everythingsgonegreen.htm,04/13/2007,R,95,3426,4,19373,null,null
Evidence of a Haunting,http://www.boxofficemojo.com/movies/?id=evidenceofahaunting.htm,08/26/2011,Unrated,82,16800,10,29904,null,null
Evil,http://www.boxofficemojo.com/movies/?id=evil.htm,03/10/2006,Unrated,113,2448,4,15530,324592,340122
Evil Bong 3-D,http://www.boxofficemojo.com/movies/?id=evilbong3d.htm,04/08/2011,Unrated,86,24775,1,91260,null,null
The Evil Dead,http://www.boxofficemojo.com/movies/?id=evildead.htm,01/01/1983,Unrated,85,null,128,2400000,n/a,2400000
Evil Dead (2013),http://www.boxofficemojo.com/movies/?id=evildead2013.htm,04/05/2013,R,91,25775847,3025,54239856,43303096,97542952
Evil Dead 2,http://www.boxofficemojo.com/movies/?id=evildead2.htm,03/13/1987,R,85,807260,310,5923044,null,null
Evil Intent,http://www.boxofficemojo.com/movies/?id=evilintent.htm,06/29/2013,Unrated,74,205,2,10454,null,null
Evil Remains,http://www.boxofficemojo.com/movies/?id=evilremains.htm,10/22/2004,R,88,5499,4,8747,null,null
The Evil That Men Do,http://www.boxofficemojo.com/movies/?id=evilthatmendo.htm,09/21/1984,R,90,4538400,1464,13102025,null,null
Evil Under the Sun,http://www.boxofficemojo.com/movies/?id=evilunderthesun.htm,03/05/1982,PG,116,1690774,609,6110000,null,null
